return ID,rental ID,return date,Vehicle condition description,Handling_personnel,
734,734,2017-10-30,the order completed,12,
735,735,2016-12-06,the order completed,13,
736,736,2017-03-01,the order completed,14,
737,737,2016-12-30,the order completed,15,
738,738,2017-06-26,the car broken,16,
739,739,2016-12-12,the order completed,17,
740,740,2017-04-22,the order completed,18,
741,741,2016-12-15,the order completed,1,
742,742,2016-12-28,the order completed,2,
743,743,2018-07-24,the order completed,3,
744,744,2016-12-06,the car broken,4,
745,745,2016-12-06,the order completed,5,
746,746,2019-01-25,the order completed,6,
747,747,2017-02-18,the order completed,7,
748,748,2017-05-15,the order completed,8,
749,749,2017-02-02,the order completed,1,
750,750,2016-12-19,the order completed,2,
751,751,2016-12-10,the car broken,3,
752,752,2017-12-06,the order completed,4,
753,753,2016-12-17,the order completed,5,
754,754,2016-12-15,the car broken,6,
755,755,2017-01-09,the order completed,7,
756,756,2017-02-09,the order completed,8,
757,757,2017-08-19,the order completed,9,
758,758,2017-01-12,the order completed,10,
759,759,2017-09-24,the order completed,11,
760,760,2017-05-26,the order completed,12,
761,761,2018-01-03,the order completed,13,
762,762,2017-04-17,the order completed,14,
763,763,2016-12-30,the car broken,15,
764,764,2016-12-29,the order completed,16,
765,765,2017-07-23,the order completed,17,
766,766,2017-01-05,the order completed,18,
767,767,2017-01-01,the car broken,1,
768,768,2017-04-30,the order completed,2,
769,769,2017-01-26,the order completed,3,
770,770,2017-03-10,the order completed,4,
771,771,2017-01-10,the car broken,5,
772,772,2017-01-17,the car broken,6,
773,773,2017-03-09,the order completed,7,
774,774,2017-01-17,the order completed,8,
775,775,2017-06-19,the order completed,9,
776,776,2017-06-03,the order completed,10,
777,777,2017-08-10,the order completed,11,
778,778,2017-06-07,the order completed,12,
779,779,2017-11-05,the order completed,13,
780,780,2018-02-27,the order completed,14,
781,781,2017-03-14,the order completed,15,
782,782,2017-01-22,the order completed,16,
783,783,2017-03-22,the order completed,17,
784,784,2018-02-18,the order completed,18,
785,785,2017-01-27,the car broken,1,
786,786,2017-02-04,the order completed,2,
787,787,2017-05-23,the order completed,3,
788,788,2017-02-03,the order completed,4,
789,789,2017-03-28,the order completed,5,
790,790,2017-03-28,the order completed,6,
791,791,2018-03-13,the order completed,7,
792,792,2017-02-06,the order completed,8,
793,793,2017-09-01,the order completed,1,
794,794,2017-06-29,the order completed,2,
795,795,2017-02-28,the car broken,3,
796,796,2017-02-14,the order completed,4,
797,797,2017-04-14,the order completed,5,
798,798,2017-02-17,the order completed,6,
799,799,2017-03-15,the order completed,7,
800,800,2017-05-04,the order completed,8,
801,801,2017-04-09,the order completed,9,
802,802,2017-05-17,the car broken,10,
803,803,2017-06-14,the order completed,11,
804,804,2017-11-01,the order completed,12,
805,805,2017-06-23,the car broken,13,
806,806,2017-05-24,the order completed,14,
807,807,2017-04-15,the order completed,15,
808,808,2017-03-03,the order completed,16,
809,809,2017-03-16,the order completed,17,
810,810,2017-07-07,the car broken,18,
811,811,2017-03-04,the order completed,1,
812,812,2017-05-03,the order completed,2,
813,813,2018-04-09,the order completed,3,
814,814,2017-03-06,the car broken,4,
815,815,2017-04-24,the order completed,5,
816,816,2017-07-26,the order completed,6,
817,817,2017-04-06,the car broken,7,
818,818,2017-03-13,the order completed,8,
819,819,2017-04-05,the order completed,9,
820,820,2017-04-03,the car broken,10,
821,821,2017-09-30,the order completed,11,
822,822,2017-04-20,the order completed,12,
823,823,2017-09-23,the order completed,13,
824,824,2017-03-23,the order completed,14,
825,825,2017-04-15,the order completed,15,
826,826,2017-05-15,the order completed,16,
827,827,2017-05-16,the order completed,17,
828,828,2017-04-20,the order completed,18,
829,829,2017-04-07,the order completed,1,
830,830,2017-04-24,the order completed,2,
831,831,2017-07-16,the order completed,3,
832,832,2017-04-02,the order completed,4,
833,833,2017-05-01,the order completed,5,
834,834,2017-04-26,the order completed,6,
835,835,2017-10-02,the order completed,7,
836,836,2017-04-05,the order completed,8,
837,837,2018-08-03,the order completed,1,
838,838,2017-09-09,the order completed,2,
839,839,2017-06-19,the order completed,3,
840,840,2017-10-12,the order completed,4,
841,841,2018-02-28,the order completed,5,
842,842,2017-04-21,the order completed,6,
843,843,2017-05-25,the order completed,7,
844,844,2017-04-23,the order completed,8,
845,845,2017-11-15,the car broken,9,
846,846,2017-07-11,the order completed,10,
847,847,2017-07-03,the order completed,11,
848,848,2017-08-21,the order completed,12,
849,849,2017-05-19,the car broken,13,
850,850,2018-10-23,the order completed,14,
851,851,2017-05-10,the order completed,15,
852,852,2017-06-08,the order completed,16,
853,853,2017-05-20,the order completed,17,
854,854,2017-05-16,the order completed,18,
855,855,2017-07-10,the order completed,1,
856,856,2017-05-23,the order completed,2,
857,857,2018-11-08,the order completed,3,
858,858,2017-07-30,the car broken,4,
859,859,2017-05-20,the order completed,5,
860,860,2017-07-23,the order completed,6,
861,861,2018-03-19,the order completed,7,
862,862,2019-12-07,the order completed,8,
863,863,2017-10-10,the order completed,9,
864,864,2017-07-21,the order completed,10,
865,865,2017-05-24,the order completed,11,
866,866,2017-12-26,the car broken,12,
867,867,2017-07-13,the order completed,13,
868,868,2017-09-04,the order completed,14,
869,869,2017-06-18,the order completed,15,
870,870,2017-11-01,the order completed,16,
871,871,2017-07-30,the order completed,17,
872,872,2017-06-10,the order completed,18,
873,873,2018-06-29,the order completed,1,
874,874,2017-07-02,the order completed,2,
875,875,2017-09-28,the order completed,3,
876,876,2017-08-22,the order completed,4,
877,877,2018-07-14,the order completed,5,
878,878,2017-06-08,the order completed,6,
879,879,2017-06-10,the order completed,7,
880,880,2017-06-20,the car broken,8,
881,881,2017-06-30,the order completed,1,
882,882,2017-11-08,the order completed,2,
883,883,2017-06-21,the order completed,3,
884,884,2018-03-22,the order completed,4,
885,885,2017-06-20,the order completed,5,
886,886,2017-07-25,the order completed,6,
887,887,2017-06-26,the order completed,7,
888,888,2017-06-25,the order completed,8,
889,889,2017-07-03,the order completed,9,
890,890,2017-12-11,the order completed,10,
891,891,2019-02-19,the car broken,11,
892,892,2017-07-02,the order completed,12,
893,893,2018-01-27,the order completed,13,
894,894,2017-07-25,the order completed,14,
895,895,2017-08-19,the order completed,15,
896,896,2017-07-04,the order completed,16,
897,897,2017-07-09,the order completed,17,
898,898,2017-12-16,the order completed,18,
899,899,2017-07-09,the order completed,1,
900,900,2017-08-05,the order completed,2,
901,901,2017-07-12,the order completed,3,
902,902,2017-10-12,the order completed,4,
903,903,2017-08-07,the order completed,5,
904,904,2017-09-02,the order completed,6,
905,905,2017-07-17,the order completed,7,
906,906,2017-08-02,the car broken,8,
907,907,2017-08-13,the car broken,9,
908,908,2017-09-06,the order completed,10,
909,909,2018-04-11,the order completed,11,
910,910,2017-07-22,the car broken,12,
911,911,2017-07-23,the car broken,13,
912,912,2017-07-23,the order completed,14,
913,913,2018-04-21,the car broken,15,
914,914,2017-11-09,the order completed,16,
915,915,2020-12-13,the order completed,17,
916,916,2017-08-14,the order completed,18,
917,917,2017-08-31,the car broken,1,
918,918,2017-08-04,the order completed,2,
919,919,2017-12-25,the order completed,3,
920,920,2017-09-18,the car broken,4,
921,921,2017-12-14,the car broken,5,
922,922,2017-10-31,the order completed,6,
923,923,2017-08-07,the order completed,7,
924,924,2017-08-19,the order completed,8,
925,925,2017-09-11,the order completed,1,
926,926,2017-10-04,the order completed,2,
927,927,2017-10-03,the order completed,3,
928,928,2017-08-18,the car broken,4,
929,929,2017-09-18,the order completed,5,
930,930,2017-09-07,the order completed,6,
931,931,2018-01-21,the car broken,7,
932,932,2017-10-04,the order completed,8,
933,933,2018-01-15,the order completed,9,
934,934,2018-02-12,the car broken,10,
935,935,2017-12-06,the order completed,11,
936,936,2017-09-06,the order completed,12,
937,937,2018-01-03,the car broken,13,
938,938,2017-09-08,the order completed,14,
939,939,2018-04-28,the order completed,15,
940,940,2017-10-19,the order completed,16,
941,941,2017-09-09,the order completed,17,
942,942,2017-09-27,the order completed,18,
943,943,2017-12-01,the order completed,1,
944,944,2018-08-03,the car broken,2,
945,945,2017-09-26,the order completed,3,
946,946,2018-05-11,the car broken,4,
947,947,2017-11-07,the order completed,5,
948,948,2018-08-25,the order completed,6,
949,949,2017-09-18,the car broken,7,
950,950,2018-02-27,the order completed,8,
951,951,2018-09-23,the order completed,9,
952,952,2018-01-03,the car broken,10,
953,953,2017-09-24,the car broken,11,
954,954,2018-02-27,the order completed,12,
955,955,2017-09-25,the order completed,13,
956,956,2018-01-15,the order completed,14,
957,957,2017-10-06,the order completed,15,
958,958,2017-10-21,the car broken,16,
959,959,2018-06-25,the order completed,17,
960,960,2017-09-27,the order completed,18,
961,961,2017-10-07,the order completed,1,
962,962,2018-01-08,the order completed,2,
963,963,2017-11-02,the order completed,3,
964,964,2018-10-06,the car broken,4,
965,965,2017-10-10,the order completed,5,
966,966,2017-10-04,the car broken,6,
967,967,2018-04-23,the order completed,7,
968,968,2019-03-10,the order completed,8,
969,969,2018-03-16,the order completed,1,
970,970,2017-10-08,the order completed,2,
971,971,2017-12-12,the car broken,3,
972,972,2018-08-17,the order completed,4,
973,973,2018-01-11,the order completed,5,
974,974,2018-08-09,the order completed,6,
975,975,2018-03-24,the order completed,7,
976,976,2017-11-29,the order completed,8,
977,977,2017-10-23,the order completed,9,
978,978,2017-10-24,the order completed,10,
979,979,2017-10-30,the order completed,11,
980,980,2017-11-26,the order completed,12,
981,981,2017-10-26,the car broken,13,
982,982,2017-12-11,the order completed,14,
983,983,2017-10-27,the car broken,15,
984,984,2017-11-06,the car broken,16,
985,985,2017-11-06,the order completed,17,
986,986,2017-11-11,the order completed,18,
987,987,2017-11-11,the order completed,1,
988,988,2017-11-08,the car broken,2,
989,989,2017-11-09,the car broken,3,
990,990,2018-05-07,the order completed,4,
991,991,2017-11-17,the order completed,5,
992,992,2017-11-13,the order completed,6,
993,993,2017-12-06,the order completed,7,
994,994,2018-06-07,the order completed,8,
995,995,2017-11-14,the order completed,9,
996,996,2017-11-18,the order completed,10,
997,997,2018-03-31,the order completed,11,
998,998,2019-01-03,the order completed,12,
999,999,2018-02-05,the order completed,13,
1000,1000,2018-12-14,the order completed,14,
1001,1001,2017-11-25,the order completed,15,
1002,1002,2017-12-27,the car broken,16,
1003,1003,2017-12-02,the order completed,17,
1004,1004,2017-11-26,the order completed,18,
1005,1005,2018-03-15,the car broken,1,
1006,1006,2019-01-14,the order completed,2,
1007,1007,2017-12-20,the car broken,3,
1008,1008,2018-03-22,the order completed,4,
1009,1009,2018-06-04,the car broken,5,
1010,1010,2017-12-27,the order completed,6,
1011,1011,2018-09-04,the order completed,7,
1012,1012,2018-07-11,the order completed,8,
1013,1013,2018-01-11,the order completed,1,
1014,1014,2017-12-10,the car broken,2,
1015,1015,2017-12-14,the order completed,3,
1016,1016,2018-01-18,the order completed,4,
1017,1017,2017-12-11,the order completed,5,
1018,1018,2018-03-02,the order completed,6,
1019,1019,2018-05-03,the order completed,7,
1020,1020,2017-12-14,the car broken,8,
1021,1021,2018-12-15,the order completed,9,
1022,1022,2018-03-13,the order completed,10,
1023,1023,2018-03-04,the car broken,11,
1024,1024,2018-06-17,the car broken,12,
1025,1025,2017-12-20,the order completed,13,
1026,1026,2017-12-21,the order completed,14,
1027,1027,2018-03-30,the order completed,15,
1028,1028,2018-02-08,the car broken,16,
1029,1029,2017-12-24,the car broken,17,
1030,1030,2017-12-26,the order completed,18,
1031,1031,2020-01-23,the order completed,1,
1032,1032,2018-01-28,the order completed,2,
1033,1033,2018-06-13,the order completed,3,
1034,1034,2018-02-05,the order completed,4,
1035,1035,2018-11-13,the car broken,5,
1036,1036,2018-02-22,the order completed,6,
1037,1037,2019-02-06,the order completed,7,
1038,1038,2018-01-06,the order completed,8,
1039,1039,2018-04-23,the order completed,9,
1040,1040,2019-07-02,the order completed,10,
1041,1041,2018-01-27,the order completed,11,
1042,1042,2018-02-21,the order completed,12,
1043,1043,2019-03-31,the order completed,13,
1044,1044,2018-01-13,the order completed,14,
1045,1045,2018-01-17,the order completed,15,
1046,1046,2018-01-15,the order completed,16,
1047,1047,2018-01-16,the car broken,17,
1048,1048,2018-10-30,the order completed,18,
1049,1049,2018-06-01,the order completed,1,
1050,1050,2018-03-12,the order completed,2,
1051,1051,2018-08-01,the order completed,3,
1052,1052,2018-02-28,the order completed,4,
1053,1053,2018-05-18,the order completed,5,
1054,1054,2018-02-02,the order completed,6,
1055,1055,2018-09-08,the order completed,7,
1056,1056,2018-07-19,the car broken,8,
1057,1057,2018-04-20,the order completed,1,
1058,1058,2018-10-07,the order completed,2,
1059,1059,2018-03-15,the order completed,3,
1060,1060,2018-02-11,the car broken,4,
1061,1061,2020-09-08,the order completed,5,
1062,1062,2018-10-12,the order completed,6,
1063,1063,2018-04-15,the order completed,7,
1064,1064,2018-02-21,the order completed,8,
1065,1065,2018-06-01,the car broken,9,
1066,1066,2018-03-18,the order completed,10,
1067,1067,2018-05-05,the order completed,11,
1068,1068,2018-02-22,the order completed,12,
1069,1069,2018-03-30,the order completed,13,
1070,1070,2018-03-30,the order completed,14,
1071,1071,2018-08-17,the order completed,15,
1072,1072,2018-02-26,the order completed,16,
1073,1073,2018-02-27,the order completed,17,
1074,1074,2018-02-27,the order completed,18,
1075,1075,2018-03-20,the order completed,1,
1076,1076,2018-03-05,the order completed,2,
1077,1077,2019-04-25,the car broken,3,
1078,1078,2018-05-30,the order completed,4,
1079,1079,2018-04-21,the order completed,5,
1080,1080,2018-03-12,the order completed,6,
1081,1081,2018-03-14,the order completed,7,
1082,1082,2020-07-20,the order completed,8,
1083,1083,2018-03-27,the car broken,9,
1084,1084,2018-03-24,the order completed,10,
1085,1085,2018-03-24,the car broken,11,
1086,1086,2019-03-01,the order completed,12,
1087,1087,2018-07-22,the order completed,13,
1088,1088,2018-03-27,the car broken,14,
1089,1089,2018-03-30,the order completed,15,
1090,1090,2018-04-02,the order completed,16,
1091,1091,2018-07-10,the order completed,17,
1092,1092,2018-04-21,the car broken,18,
1093,1093,2018-05-14,the order completed,1,
1094,1094,2018-06-11,the order completed,2,
1095,1095,2018-07-25,the order completed,3,
1096,1096,2018-04-19,the car broken,4,
1097,1097,2018-06-25,the car broken,5,
1098,1098,2018-04-15,the order completed,6,
1099,1099,2018-09-06,the order completed,7,
1100,1100,2018-06-19,the order completed,8,
1101,1101,2018-04-19,the order completed,1,
1102,1102,2018-11-21,the order completed,2,
1103,1103,2018-07-21,the order completed,3,
1104,1104,2018-07-07,the order completed,4,
1105,1105,2018-11-16,the order completed,5,
1106,1106,2019-07-07,the order completed,6,
1107,1107,2018-04-24,the order completed,7,
1108,1108,2018-06-07,the order completed,8,
1109,1109,2019-02-11,the order completed,9,
1110,1110,2018-05-21,the order completed,10,
1111,1111,2019-10-26,the order completed,11,
1112,1112,2018-07-11,the order completed,12,
1113,1113,2018-05-05,the car broken,13,
1114,1114,2018-05-18,the order completed,14,
1115,1115,2018-06-05,the order completed,15,
1116,1116,2018-07-17,the order completed,16,
1117,1117,2018-06-23,the order completed,17,
1118,1118,2018-07-23,the order completed,18,
1119,1119,2018-06-15,the order completed,1,
1120,1120,2018-05-04,the car broken,2,
1121,1121,2018-05-05,the order completed,3,
1122,1122,2018-06-23,the car broken,4,
1123,1123,2018-05-06,the order completed,5,
1124,1124,2018-05-06,the car broken,6,
1125,1125,2018-06-05,the order completed,7,
1126,1126,2018-07-06,the car broken,8,
1127,1127,2018-06-09,the order completed,9,
1128,1128,2018-05-30,the order completed,10,
1129,1129,2018-10-14,the order completed,11,
1130,1130,2018-08-24,the order completed,12,
1131,1131,2019-01-12,the order completed,13,
1132,1132,2018-06-09,the order completed,14,
1133,1133,2018-07-24,the order completed,15,
1134,1134,2018-05-16,the order completed,16,
1135,1135,2019-03-27,the order completed,17,
1136,1136,2018-05-19,the order completed,18,
1137,1137,2018-07-18,the order completed,1,
1138,1138,2018-08-02,the order completed,2,
1139,1139,2020-04-09,the order completed,3,
1140,1140,2018-07-12,the order completed,4,
1141,1141,2018-05-29,the order completed,5,
1142,1142,2018-06-16,the order completed,6,
1143,1143,2019-04-16,the order completed,7,
1144,1144,2018-10-31,the order completed,8,
1145,1145,2018-07-18,the order completed,1,
1146,1146,2018-06-07,the order completed,2,
1147,1147,2018-08-10,the order completed,3,
1148,1148,2018-08-01,the order completed,4,
1149,1149,2018-06-19,the order completed,5,
1150,1150,2018-07-08,the order completed,6,
1151,1151,2018-06-21,the order completed,7,
1152,1152,2019-05-27,the car broken,8,
1153,1153,2018-06-24,the order completed,9,
1154,1154,2018-09-11,the order completed,10,
1155,1155,2019-12-10,the order completed,11,
1156,1156,2018-10-01,the car broken,12,
1157,1157,2019-09-04,the order completed,13,
1158,1158,2019-05-13,the order completed,14,
1159,1159,2018-09-07,the order completed,15,
1160,1160,2018-12-06,the car broken,16,
1161,1161,2018-06-27,the order completed,17,
1162,1162,2019-09-06,the order completed,18,
1163,1163,2020-02-13,the order completed,1,
1164,1164,2018-07-22,the order completed,2,
1165,1165,2018-07-04,the order completed,3,
1166,1166,2019-03-25,the car broken,4,
1167,1167,2018-07-05,the car broken,5,
1168,1168,2019-07-18,the order completed,6,
1169,1169,2018-07-07,the order completed,7,
1170,1170,2018-07-10,the order completed,8,
1171,1171,2018-07-11,the order completed,9,
1172,1172,2018-07-18,the order completed,10,
1173,1173,2018-08-09,the order completed,11,
1174,1174,2018-07-22,the order completed,12,
1175,1175,2018-07-19,the order completed,13,
1176,1176,2018-07-14,the order completed,14,
1177,1177,2019-08-29,the order completed,15,
1178,1178,2018-08-14,the order completed,16,
1179,1179,2018-11-03,the order completed,17,
1180,1180,2018-07-19,the order completed,18,
1181,1181,2018-07-19,the order completed,1,
1182,1182,2019-09-09,the order completed,2,
1183,1183,2018-09-09,the order completed,3,
1184,1184,2019-03-27,the order completed,4,
1185,1185,2018-12-31,the order completed,5,
1186,1186,2018-08-05,the car broken,6,
1187,1187,2019-02-23,the order completed,7,
1188,1188,2018-08-04,the order completed,8,
1189,1189,2018-08-20,the car broken,1,
1190,1190,2018-10-23,the order completed,2,
1191,1191,2018-11-16,the car broken,3,
1192,1192,2018-09-03,the order completed,4,
1193,1193,2019-08-07,the car broken,5,
1194,1194,2018-08-19,the car broken,6,
1195,1195,2018-08-21,the order completed,7,
1196,1196,2019-10-06,the order completed,8,
1197,1197,2018-09-30,the order completed,9,
1198,1198,2019-06-02,the order completed,10,
1199,1199,2020-08-25,the car broken,11,
1200,1200,2018-08-26,the order completed,12,
1201,1201,2019-06-02,the order completed,13,
1202,1202,2018-09-27,the order completed,14,
1203,1203,2018-09-12,the order completed,15,
1204,1204,2018-09-23,the order completed,16,
1205,1205,2018-10-09,the order completed,17,
1206,1206,2019-09-16,the order completed,18,
1207,1207,2018-08-31,the order completed,1,
1208,1208,2019-04-21,the order completed,2,
1209,1209,2018-08-31,the order completed,3,
1210,1210,2018-09-03,the order completed,4,
1211,1211,2018-09-05,the order completed,5,
1212,1212,2018-09-07,the order completed,6,
1213,1213,2020-06-23,the car broken,7,
1214,1214,2018-09-13,the car broken,8,
1215,1215,2018-12-18,the order completed,9,
1216,1216,2019-04-07,the order completed,10,
1217,1217,2018-09-30,the order completed,11,
1218,1218,2018-11-09,the order completed,12,
1219,1219,2018-11-22,the order completed,13,
1220,1220,2018-09-29,the order completed,14,
1221,1221,2020-07-07,the car broken,15,
1222,1222,2019-09-10,the order completed,16,
1223,1223,2019-06-25,the order completed,17,
1224,1224,2018-11-30,the order completed,18,
1225,1225,2018-10-08,the order completed,1,
1226,1226,2018-11-05,the order completed,2,
1227,1227,2018-10-17,the order completed,3,
1228,1228,2022-06-20,the car broken,4,
1229,1229,2018-10-15,the order completed,5,
1230,1230,2019-01-30,the order completed,6,
1231,1231,2018-11-05,the order completed,7,
1232,1232,2018-12-27,the order completed,8,
1233,1233,2018-10-15,the order completed,1,
1234,1234,2018-10-16,the order completed,2,
1235,1235,2019-04-12,the order completed,3,
1236,1236,2019-01-02,the order completed,4,
1237,1237,2018-10-29,the order completed,5,
1238,1238,2019-05-26,the car broken,6,
1239,1239,2018-11-05,the order completed,7,
1240,1240,2018-10-22,the order completed,8,
1241,1241,2019-02-25,the order completed,9,
1242,1242,2019-06-23,the order completed,10,
1243,1243,2019-08-18,the order completed,11,
1244,1244,2018-11-08,the order completed,12,
1245,1245,2019-03-16,the order completed,13,
1246,1246,2019-08-03,the order completed,14,
1247,1247,2022-02-21,the order completed,15,
1248,1248,2018-11-11,the order completed,16,
1249,1249,2018-11-14,the order completed,17,
1250,1250,2019-12-13,the order completed,18,
1251,1251,2018-11-09,the order completed,1,
1252,1252,2018-12-10,the order completed,2,
1253,1253,2018-11-14,the car broken,3,
1254,1254,2018-11-15,the order completed,4,
1255,1255,2019-06-13,the order completed,5,
1256,1256,2018-12-10,the order completed,6,
1257,1257,2018-11-16,the order completed,7,
1258,1258,2019-03-20,the order completed,8,
1259,1259,2018-11-21,the order completed,9,
1260,1260,2019-07-23,the car broken,10,
1261,1261,2018-11-26,the order completed,11,
1262,1262,2019-02-23,the car broken,12,
1263,1263,2019-01-22,the order completed,13,
1264,1264,2018-12-10,the order completed,14,
1265,1265,2018-12-23,the order completed,15,
1266,1266,2018-12-30,the car broken,16,
1267,1267,2019-02-01,the order completed,17,
1268,1268,2019-07-01,the car broken,18,
1269,1269,2019-09-14,the order completed,1,
1270,1270,2019-01-18,the order completed,2,
1271,1271,2018-12-15,the order completed,3,
1272,1272,2019-01-26,the order completed,4,
1273,1273,2019-02-11,the order completed,5,
1274,1274,2018-12-21,the order completed,6,
1275,1275,2020-01-29,the order completed,7,
1276,1276,2018-12-28,the order completed,8,
1277,1277,2019-07-25,the order completed,1,
1278,1278,2019-04-17,the order completed,2,
1279,1279,2019-04-13,the order completed,3,
1280,1280,2019-01-07,the car broken,4,
1281,1281,2019-09-17,the order completed,5,
1282,1282,2019-04-06,the order completed,6,
1283,1283,2018-12-29,the order completed,7,
1284,1284,2019-07-17,the order completed,8,
1285,1285,2019-07-22,the order completed,9,
1286,1286,2019-08-03,the order completed,10,
1287,1287,2019-01-09,the order completed,11,
1288,1288,2022-04-05,the order completed,12,
1289,1289,2019-03-29,the order completed,13,
1290,1290,2019-01-11,the order completed,14,
1291,1291,2019-02-23,the order completed,15,
1292,1292,2019-01-12,the car broken,16,
1293,1293,2019-04-13,the order completed,17,
1294,1294,2019-02-16,the order completed,18,
1295,1295,2019-02-14,the order completed,1,
1296,1296,2019-05-10,the order completed,2,
1297,1297,2019-02-10,the order completed,3,
1298,1298,2019-03-14,the order completed,4,
1299,1299,2020-02-23,the order completed,5,
1300,1300,2019-12-05,the order completed,6,
1301,1301,2019-12-17,the order completed,7,
1302,1302,2019-01-19,the order completed,8,
1303,1303,2019-01-19,the order completed,9,
1304,1304,2019-02-18,the order completed,10,
1305,1305,2019-03-15,the order completed,11,
1306,1306,2020-01-26,the car broken,12,
1307,1307,2020-02-12,the car broken,13,
1308,1308,2019-10-17,the order completed,14,
1309,1309,2019-06-17,the order completed,15,
1310,1310,2020-12-05,the order completed,16,
1311,1311,2019-02-03,the order completed,17,
1312,1312,2020-03-29,the car broken,18,
1313,1313,2019-08-21,the order completed,1,
1314,1314,2019-03-31,the order completed,2,
1315,1315,2019-09-13,the order completed,3,
1316,1316,2019-02-13,the order completed,4,
1317,1317,2019-02-26,the order completed,5,
1318,1318,2019-03-23,the order completed,6,
1319,1319,2019-02-16,the order completed,7,
1320,1320,2019-12-12,the order completed,8,
1321,1321,2019-03-28,the order completed,1,
1322,1322,2019-02-22,the order completed,2,
1323,1323,2019-04-28,the order completed,3,
1324,1324,2019-10-20,the car broken,4,
1325,1325,2019-04-10,the order completed,5,
1326,1326,2019-02-25,the order completed,6,
1327,1327,2019-05-05,the order completed,7,
1328,1328,2019-03-11,the order completed,8,
1329,1329,2019-03-05,the order completed,9,
1330,1330,2019-04-19,the order completed,10,
1331,1331,2019-05-24,the order completed,11,
1332,1332,2019-03-10,the car broken,12,
1333,1333,2019-03-06,the order completed,13,
1334,1334,2019-03-16,the order completed,14,
1335,1335,2019-03-15,the order completed,15,
1336,1336,2019-06-03,the order completed,16,
1337,1337,2019-03-09,the order completed,17,
1338,1338,2019-04-09,the order completed,18,
1339,1339,2019-06-01,the order completed,1,
1340,1340,2020-03-30,the order completed,2,
1341,1341,2019-03-31,the order completed,3,
1342,1342,2019-05-10,the order completed,4,
1343,1343,2019-05-12,the order completed,5,
1344,1344,2020-05-13,the order completed,6,
1345,1345,2019-05-20,the order completed,7,
1346,1346,2019-03-15,the order completed,8,
1347,1347,2019-03-16,the order completed,9,
1348,1348,2019-04-20,the order completed,10,
1349,1349,2019-04-27,the order completed,11,
1350,1350,2019-07-26,the order completed,12,
1351,1351,2019-04-07,the order completed,13,
1352,1352,2019-03-27,the car broken,14,
1353,1353,2019-07-17,the order completed,15,
1354,1354,2019-05-13,the car broken,16,
1355,1355,2019-04-01,the order completed,17,
1356,1356,2019-06-02,the order completed,18,
1357,1357,2019-04-26,the order completed,1,
1358,1358,2019-04-07,the order completed,2,
1359,1359,2019-04-08,the car broken,3,
1360,1360,2019-05-21,the car broken,4,
1361,1361,2019-04-27,the order completed,5,
1362,1362,2019-07-06,the order completed,6,
1363,1363,2019-04-18,the order completed,7,
1364,1364,2019-05-12,the order completed,8,
1365,1365,2020-05-11,the order completed,1,
1366,1366,2019-05-31,the car broken,2,
1367,1367,2019-04-25,the order completed,3,
1368,1368,2019-05-22,the order completed,4,
1369,1369,2019-08-31,the order completed,5,
1370,1370,2019-04-29,the order completed,6,
1371,1371,2019-05-07,the order completed,7,
1372,1372,2019-09-09,the order completed,8,
1373,1373,2019-05-24,the car broken,9,
1374,1374,2019-06-20,the order completed,10,
1375,1375,2019-06-16,the order completed,11,
1376,1376,2020-04-29,the order completed,12,
1377,1377,2019-10-09,the order completed,13,
1378,1378,2019-08-16,the order completed,14,
1379,1379,2019-05-11,the car broken,15,
1380,1380,2019-07-12,the order completed,16,
1381,1381,2019-06-14,the order completed,17,
1382,1382,2020-08-27,the order completed,18,
1383,1383,2019-05-20,the order completed,1,
1384,1384,2019-09-25,the order completed,2,
1385,1385,2019-08-15,the car broken,3,
1386,1386,2020-11-27,the order completed,4,
1387,1387,2019-05-30,the order completed,5,
1388,1388,2019-08-10,the order completed,6,
1389,1389,2019-05-22,the order completed,7,
1390,1390,2019-05-25,the order completed,8,
1391,1391,2019-07-13,the order completed,9,
1392,1392,2019-06-27,the car broken,10,
1393,1393,2019-05-26,the order completed,11,
1394,1394,2019-08-22,the order completed,12,
1395,1395,2019-05-28,the car broken,13,
1396,1396,2019-08-18,the order completed,14,
1397,1397,2020-04-16,the order completed,15,
1398,1398,2019-10-28,the order completed,16,
1399,1399,2019-06-08,the order completed,17,
1400,1400,2020-01-28,the order completed,18,
1401,1401,2020-07-27,the car broken,1,
1402,1402,2019-07-20,the order completed,2,
1403,1403,2019-06-08,the order completed,3,
1404,1404,2019-11-30,the order completed,4,
1405,1405,2019-10-22,the order completed,5,
1406,1406,2019-06-15,the car broken,6,
1407,1407,2020-12-24,the order completed,7,
1408,1408,2021-02-03,the order completed,8,
1409,1409,2019-06-21,the order completed,1,
1410,1410,2020-01-12,the order completed,2,
1411,1411,2020-08-13,the order completed,3,
1412,1412,2019-07-10,the order completed,4,
1413,1413,2019-07-17,the order completed,5,
1414,1414,2019-08-24,the order completed,6,
1415,1415,2021-05-03,the order completed,7,
1416,1416,2019-09-09,the order completed,8,
1417,1417,2019-07-15,the order completed,9,
1418,1418,2019-07-04,the car broken,10,
1419,1419,2019-10-30,the order completed,11,
1420,1420,2019-10-25,the order completed,12,
1421,1421,2019-09-21,the order completed,13,
1422,1422,2019-10-05,the order completed,14,
1423,1423,2019-08-02,the order completed,15,
