rental ID,customer ID,car ID,rental begin date,predict finish date,actual finish date,rental payment,status
421,437,89,2015-08-27,2015-09-25,2015-12-23,330739,Broken
422,338,98,2015-08-27,2015-09-01,2015-08-27,590,Done
423,351,190,2015-08-27,2015-09-10,2016-08-20,151056,Done
424,303,110,2015-08-30,2015-09-26,2015-10-24,13098,Done
425,194,111,2015-08-31,2015-09-15,2015-09-01,2640,Done
426,322,158,2015-08-31,2015-10-01,2015-11-17,371417,Broken
427,144,51,2015-09-06,2015-10-31,2015-10-06,2750,Done
428,11,191,2015-09-07,2015-09-08,2015-09-21,7760,Done
429,456,143,2015-09-13,2015-10-03,2015-12-02,153224,Broken
430,288,98,2015-09-16,2015-10-04,2015-09-16,2124,Done
431,32,114,2015-09-17,2015-09-24,2015-09-17,1106,Done
432,354,84,2015-09-19,2015-09-20,2015-09-19,197,Done
433,429,62,2015-09-20,2015-10-19,2015-11-25,472438,Broken
434,241,137,2015-09-21,2015-09-27,2017-01-24,105192,Done
435,292,74,2015-09-24,2015-10-19,2015-11-11,5922,Done
436,77,185,2015-09-24,2015-10-17,2016-06-23,133729,Done
437,179,129,2015-09-25,2015-10-22,2016-02-28,47610,Done
438,169,77,2015-09-26,2015-09-30,2015-11-13,14688,Done
439,81,65,2015-09-26,2015-10-08,2016-08-20,151191,Done
440,472,119,2015-09-27,2015-09-29,2015-09-27,150540,Broken
441,36,21,2015-09-28,2015-11-03,2015-10-08,4248,Done
442,279,122,2015-09-29,2015-10-04,2015-11-30,20768,Done
443,498,172,2015-09-29,2015-09-30,2016-12-08,176310,Done
444,10,171,2015-09-30,2015-10-02,2015-10-05,1881,Done
445,460,142,2015-10-02,2015-10-24,2015-10-02,312499,Broken
446,386,186,2015-10-05,2015-10-09,2015-10-18,329480,Broken
447,422,4,2015-10-05,2015-10-06,2015-11-29,26080,Done
448,47,191,2015-10-05,2015-10-09,2015-10-05,776,Done
449,372,170,2015-10-06,2015-11-05,2015-12-07,9576,Done
450,487,107,2015-10-07,2015-10-12,2017-04-19,202070,Done
451,495,125,2015-10-10,2015-11-19,2015-12-26,20536,Done
452,459,175,2015-10-11,2015-10-23,2017-01-15,119856,Done
453,22,79,2015-10-14,2015-11-02,2016-04-12,89890,Done
454,81,166,2015-10-14,2015-10-22,2015-10-14,528,Done
455,323,3,2015-10-14,2015-10-24,2015-10-28,377071,Broken
456,305,98,2015-10-15,2015-10-18,2015-10-15,354,Done
457,256,82,2015-10-17,2015-10-28,2015-10-17,110020,Broken
458,401,20,2015-10-17,2015-10-25,2016-08-08,95920,Done
459,236,131,2015-10-17,2015-11-24,2015-12-14,312608,Broken
460,351,161,2015-10-18,2015-12-05,2015-12-24,20160,Done
461,5,96,2015-10-18,2015-10-21,2015-12-18,10089,Done
462,34,111,2015-10-18,2015-10-28,2015-10-18,1760,Done
463,272,102,2015-10-20,2015-10-31,2015-12-09,15872,Done
464,335,186,2015-10-20,2015-11-03,2016-06-28,36400,Done
465,54,85,2015-10-21,2015-10-24,2016-03-09,30636,Done
466,180,132,2015-10-21,2015-12-09,2016-01-22,397076,Broken
467,138,154,2015-10-22,2015-11-22,2016-09-17,161063,Done
468,18,56,2015-10-23,2015-11-13,2016-01-24,21804,Done
469,456,103,2015-10-29,2015-11-12,2015-10-29,2772,Done
470,98,12,2015-11-03,2015-11-23,2015-11-03,3080,Done
471,114,5,2015-11-04,2015-11-10,2015-11-04,456,Done
472,245,91,2015-11-05,2015-12-20,2016-01-15,23616,Done
473,51,54,2015-11-06,2015-12-31,2015-12-04,10340,Done
474,177,151,2015-11-06,2015-11-08,2016-01-23,42320,Done
475,481,45,2015-11-08,2015-11-18,2016-01-08,231128,Broken
476,288,149,2015-11-10,2015-11-12,2015-11-26,5588,Done
477,191,86,2015-11-11,2015-12-19,2016-02-06,17390,Done
478,462,177,2015-11-12,2015-11-15,2015-11-16,732,Done
479,492,23,2015-11-13,2015-11-24,2016-01-19,10919,Done
480,155,130,2015-11-15,2015-12-04,2015-11-23,275705,Broken
481,43,51,2015-11-15,2015-12-01,2016-01-07,6350,Done
482,390,166,2015-11-17,2015-12-19,2016-04-18,26070,Done
483,246,148,2015-11-17,2015-11-19,2017-03-14,158950,Done
484,98,67,2015-11-18,2015-12-03,2016-05-08,46656,Done
485,447,75,2015-11-26,2015-12-18,2016-03-27,494613,Broken
486,492,177,2015-11-28,2016-01-21,2015-12-25,6588,Done
487,426,130,2015-11-28,2015-12-21,2015-12-17,1633,Done
488,99,120,2015-11-28,2015-11-30,2016-08-09,41094,Done
489,50,153,2015-12-01,2015-12-25,2015-12-25,4056,Done
490,221,7,2015-12-02,2015-12-27,2016-09-24,593230,Broken
491,393,36,2015-12-02,2016-01-20,2015-12-05,465618,Broken
492,395,152,2015-12-02,2015-12-25,2015-12-02,3220,Done
493,315,76,2015-12-03,2015-12-10,2016-07-12,37816,Done
494,216,80,2015-12-06,2016-01-03,2015-12-08,1624,Done
495,416,71,2015-12-06,2016-01-13,2016-02-09,17136,Done
496,396,128,2015-12-07,2016-01-23,2016-05-08,189032,Broken
497,327,139,2015-12-07,2015-12-24,2015-12-07,1479,Done
498,316,196,2015-12-09,2016-01-08,2016-04-13,499461,Broken
499,78,182,2015-12-10,2015-12-15,2015-12-10,271304,Broken
500,68,36,2015-12-11,2015-12-28,2017-05-26,107778,Done
501,160,62,2015-12-11,2016-01-14,2016-03-11,26650,Done
502,458,139,2015-12-12,2015-12-14,2015-12-12,174,Done
503,375,49,2015-12-13,2015-12-23,2016-06-06,84328,Done
504,243,34,2015-12-17,2015-12-27,2015-12-28,2093,Done
505,475,59,2015-12-17,2015-12-29,2015-12-18,2136,Done
506,260,25,2015-12-17,2015-12-19,2016-01-16,6536,Done
507,53,59,2015-12-20,2016-02-02,2015-12-20,7832,Done
508,398,108,2015-12-21,2016-01-03,2016-08-03,558970,Broken
509,354,102,2015-12-23,2015-12-23,2016-03-26,34968,Done
510,479,140,2015-12-25,2016-02-10,2016-07-01,191019,Broken
511,47,177,2015-12-27,2016-01-19,2016-03-26,135253,Broken
512,414,133,2016-01-01,2016-01-11,2016-06-25,38608,Done
513,458,54,2016-01-04,2016-01-29,2016-05-13,63920,Done
514,475,136,2016-01-05,2016-01-29,2016-03-21,17100,Done
515,463,24,2016-01-08,2016-02-04,2016-03-21,16335,Done
516,134,22,2016-01-09,2016-02-02,2016-09-03,111222,Done
517,87,98,2016-01-09,2016-01-14,2016-02-02,7316,Done
518,293,145,2016-01-13,2016-01-21,2016-08-08,63840,Done
519,197,10,2016-01-15,2016-02-19,2016-03-28,19519,Done
520,453,199,2016-01-19,2016-01-26,2016-01-25,826,Done
521,130,3,2016-01-19,2016-01-19,2016-08-28,417643,Broken
522,319,2,2016-01-21,2016-02-10,2016-01-25,2000,Done
523,400,41,2016-01-25,2016-03-18,2016-02-27,9964,Done
524,18,198,2016-01-25,2016-01-26,2016-01-25,285335,Broken
525,157,165,2016-01-25,2016-02-16,2016-01-25,4158,Done
526,63,19,2016-01-25,2016-02-02,2016-09-12,77855,Done
527,27,2,2016-01-31,2016-03-07,2016-03-25,9000,Done
528,187,132,2016-02-01,2016-03-01,2017-02-25,203496,Done
529,162,126,2016-02-03,2016-02-08,2016-04-05,10032,Done
530,139,151,2016-02-08,2016-02-12,2016-11-29,161368,Done
531,278,165,2016-02-08,2016-02-09,2016-07-25,94878,Done
532,324,45,2016-02-10,2016-02-14,2016-02-12,220,Done
533,348,187,2016-02-16,2016-03-24,2016-02-20,4847,Done
534,264,101,2016-02-16,2016-02-25,2016-03-19,6240,Done
535,495,43,2016-02-16,2016-04-01,2016-05-01,19845,Done
536,270,35,2016-02-17,2016-03-16,2016-03-01,1400,Done
537,90,16,2016-02-21,2016-03-23,2016-02-27,5270,Done
538,61,34,2016-02-21,2016-03-24,2016-09-16,90160,Done
539,56,173,2016-02-22,2016-03-05,2016-03-16,3060,Done
540,306,89,2016-02-22,2016-04-01,2016-02-29,2028,Done
541,440,168,2016-02-22,2016-03-07,2016-06-13,32956,Done
542,425,187,2016-02-22,2016-03-02,2017-01-07,123402,Done
543,323,50,2016-02-22,2016-03-13,2016-08-07,57164,Done
544,351,104,2016-02-22,2016-02-23,2016-12-20,142832,Done
545,482,30,2016-02-22,2016-02-23,2016-07-30,92150,Done
546,248,195,2016-02-23,2016-03-10,2019-05-03,911954,Broken
547,443,86,2016-02-27,2016-03-07,2016-03-17,3666,Done
548,9,96,2016-02-27,2016-02-27,2016-08-29,31464,Done
549,458,167,2016-02-29,2016-04-21,2016-04-24,12017,Done
550,8,100,2016-02-29,2016-03-09,2016-03-22,8784,Done
551,174,91,2016-03-03,2016-03-09,2016-03-08,1152,Done
552,316,69,2016-03-06,2016-03-06,2016-10-01,43263,Done
553,326,47,2016-03-09,2016-03-13,2016-04-02,10816,Done
554,404,164,2016-03-09,2016-03-21,2016-03-09,1608,Done
555,360,131,2016-03-09,2016-03-30,2016-08-11,27918,Done
556,386,170,2016-03-12,2016-03-23,2016-09-11,40052,Done
557,41,58,2016-03-12,2016-03-18,2016-09-25,526929,Broken
558,147,111,2016-03-14,2016-05-15,2016-04-09,10912,Done
559,156,130,2016-03-14,2016-03-31,2016-04-24,6319,Done
560,32,16,2016-03-16,2016-04-15,2016-03-17,5100,Done
561,25,134,2016-03-17,2016-05-02,2016-06-18,37213,Done
562,345,16,2016-03-25,2016-04-11,2016-07-19,53380,Done
563,58,122,2016-03-27,2016-04-30,2017-05-12,268378,Broken
564,276,102,2016-03-29,2016-04-16,2016-09-02,53940,Done
565,441,10,2016-03-31,2016-04-06,2016-04-24,7860,Done
566,149,75,2016-04-02,2016-05-10,2016-04-02,2356,Done
567,328,25,2016-04-02,2016-04-27,2016-08-02,24016,Done
568,287,71,2016-04-03,2016-04-08,2016-05-27,21888,Done
569,414,92,2016-04-06,2016-05-01,2016-04-06,1950,Done
570,299,1,2016-04-07,2016-04-09,2017-10-20,307257,Done
571,449,56,2016-04-11,2016-04-18,2016-04-11,644,Done
572,417,80,2016-04-15,2016-05-20,2017-05-23,66062,Done
573,271,89,2016-04-16,2016-04-16,2016-07-27,15912,Done
574,404,70,2016-04-16,2016-05-27,2017-12-09,122404,Done
575,158,63,2016-04-18,2016-04-25,2016-07-05,35200,Done
576,412,26,2016-04-19,2016-06-09,2016-04-19,5355,Done
577,95,75,2016-04-20,2016-05-29,2016-05-11,2418,Done
578,336,143,2016-04-20,2016-04-22,2016-04-20,126692,Broken
579,137,2,2016-04-21,2016-06-09,2016-04-30,4900,Done
580,219,11,2016-04-22,2016-04-29,2016-07-29,30800,Done
581,180,136,2016-04-25,2016-05-03,2016-05-05,1330,Done
582,78,125,2016-04-29,2016-05-27,2016-04-29,3808,Done
583,334,118,2016-05-01,2016-05-08,2016-06-02,15826,Done
584,217,156,2016-05-02,2016-05-14,2016-11-30,75888,Done
585,488,93,2016-05-03,2016-05-24,2016-06-23,21867,Done
586,365,99,2016-05-04,2016-05-22,2016-11-04,50568,Done
587,177,123,2016-05-04,2016-05-07,2016-06-09,10098,Done
588,442,21,2016-05-07,2016-05-14,2016-05-14,826,Done
589,439,10,2016-05-10,2016-06-11,2016-11-24,530307,Broken
590,362,112,2016-05-11,2016-06-06,2016-12-01,59920,Done
591,408,164,2016-05-13,2016-06-11,2016-07-03,12730,Done
592,197,87,2016-05-13,2016-06-12,2016-11-26,49914,Done
593,296,176,2016-05-15,2016-06-07,2016-05-15,2139,Done
594,479,111,2016-05-16,2016-05-30,2016-06-29,18304,Done
595,176,106,2016-05-17,2016-06-02,2017-10-14,167943,Done
596,31,169,2016-05-17,2016-05-19,2020-04-20,481376,Done
597,274,147,2016-05-18,2016-06-30,2018-08-27,293861,Broken
598,434,57,2016-05-20,2016-05-22,2016-08-01,32035,Done
599,455,176,2016-05-21,2016-05-26,2016-05-21,169270,Broken
600,166,67,2016-05-22,2016-05-29,2017-02-07,73824,Done
601,107,24,2016-05-24,2016-06-07,2018-04-04,199188,Done
602,254,2,2016-05-25,2016-06-16,2016-06-15,2200,Done
603,201,199,2016-05-26,2016-06-06,2016-06-01,1298,Done
604,451,166,2016-05-26,2016-06-17,2016-05-31,425156,Broken
605,345,29,2016-05-29,2016-06-29,2016-09-09,44954,Done
606,101,100,2016-06-02,2016-07-23,2016-06-10,9333,Done
607,98,138,2016-06-04,2016-07-07,2016-06-30,2079,Done
608,500,129,2016-06-05,2016-07-18,2016-06-05,4945,Done
609,362,121,2016-06-05,2016-08-06,2016-08-26,278396,Broken
610,304,130,2016-06-05,2016-06-07,2017-07-21,87259,Done
611,2,52,2016-06-09,2016-06-10,2017-01-12,97350,Done
612,230,194,2016-06-13,2016-06-26,2016-07-22,6643,Done
613,320,74,2016-06-16,2016-06-21,2017-03-24,52479,Done
614,261,167,2016-06-17,2016-06-23,2016-11-24,92196,Done
615,332,38,2016-06-20,2016-07-14,2016-06-20,2088,Done
616,375,182,2016-06-23,2016-07-23,2016-08-30,16272,Done
617,363,198,2016-06-25,2016-09-03,2017-06-02,82398,Done
618,312,123,2016-06-25,2016-07-23,2016-07-09,2772,Done
619,20,163,2016-06-27,2016-07-30,2017-02-05,100098,Done
620,471,2,2016-06-29,2016-07-13,2016-12-07,45500,Done
621,464,54,2016-07-01,2016-08-29,2016-07-01,11092,Done
622,458,49,2016-07-01,2016-08-19,2017-08-23,191896,Done
623,154,82,2016-07-05,2016-08-08,2016-07-05,6154,Done
624,398,117,2016-07-06,2016-07-12,2016-07-20,3870,Done
625,354,128,2016-07-07,2016-07-12,2017-02-06,233087,Broken
626,369,140,2016-07-11,2016-07-15,2016-07-11,436,Done
627,332,93,2016-07-12,2016-08-21,2016-07-12,412916,Broken
628,56,178,2016-07-12,2016-07-19,2016-07-12,1246,Done
629,64,21,2016-07-13,2016-09-03,2016-11-02,27376,Done
630,249,158,2016-07-15,2016-08-26,2016-07-15,8400,Done
631,376,177,2016-07-19,2016-08-05,2016-08-03,2074,Done
632,355,123,2016-07-24,2016-08-21,2016-11-04,25047,Done
633,169,32,2016-07-26,2016-07-28,2016-07-27,156,Done
634,208,38,2016-07-27,2016-09-01,2016-07-27,3132,Done
635,53,91,2016-07-28,2016-08-28,2016-07-28,5952,Done
636,245,85,2016-07-29,2016-09-21,2016-09-11,149946,Broken
637,39,35,2016-07-30,2016-07-31,2016-10-11,10850,Done
638,463,79,2016-07-31,2016-08-26,2016-08-15,108572,Broken
639,225,164,2016-07-31,2016-08-05,2016-09-14,16750,Done
640,469,117,2016-08-01,2016-09-12,2016-08-01,5418,Done
641,109,32,2016-08-02,2016-09-05,2016-08-08,2652,Done
642,398,38,2016-08-02,2016-08-04,2016-08-02,174,Done
643,329,37,2016-08-03,2016-09-21,2016-08-03,7742,Done
644,308,61,2016-08-04,2016-09-14,2017-10-23,250600,Done
645,369,18,2016-08-04,2016-09-20,2016-08-04,7708,Done
646,244,13,2016-08-05,2016-08-17,2016-12-14,46863,Done
647,410,189,2016-08-06,2016-08-18,2016-10-01,10080,Done
648,220,177,2016-08-06,2016-08-30,2016-10-09,17568,Done
649,161,38,2016-08-06,2016-08-16,2016-08-06,870,Done
650,439,66,2016-08-09,2016-09-07,2016-08-09,194351,Broken
651,403,126,2016-08-12,2016-09-11,2016-08-12,1710,Done
652,343,37,2016-08-13,2016-08-20,2016-11-16,42818,Done
653,149,176,2016-08-13,2016-08-13,2016-08-13,0,Cancelled
654,311,4,2016-08-13,2016-08-21,2017-03-25,104960,Done
655,122,117,2016-08-14,2016-09-11,2017-02-25,179349,Broken
656,90,88,2016-08-18,2016-09-13,2016-12-11,32523,Done
657,228,81,2016-08-18,2016-09-11,2016-11-02,18180,Done
658,239,46,2016-08-18,2016-08-22,2016-08-18,380,Done
659,349,51,2016-08-19,2016-08-22,2016-09-07,134673,Broken
660,497,98,2016-08-19,2016-08-26,2016-08-20,826,Done
661,64,160,2016-08-20,2016-08-29,2016-10-23,19662,Done
662,313,126,2016-08-21,2016-09-24,2017-04-01,34257,Done
663,34,43,2016-08-21,2016-08-24,2016-08-21,441,Done
664,136,166,2016-08-22,2016-09-18,2016-09-13,1782,Done
665,106,118,2016-08-22,2016-10-10,2016-09-14,9457,Done
666,78,194,2016-08-22,2016-09-03,2017-01-17,30660,Done
667,310,25,2016-08-23,2016-10-04,2016-10-21,7068,Done
668,20,131,2016-08-24,2016-09-11,2017-08-30,377222,Broken
669,77,101,2016-08-29,2016-09-15,2016-09-07,1360,Done
670,294,48,2016-08-30,2016-09-20,2017-05-12,133755,Done
671,288,140,2016-08-30,2016-09-06,2016-12-27,37387,Done
672,336,136,2016-09-01,2016-09-23,2016-09-20,2090,Done
673,360,159,2016-09-01,2016-09-12,2016-10-08,10680,Done
674,62,55,2016-09-02,2016-10-11,2016-09-08,6279,Done
675,228,146,2016-09-02,2016-09-05,2017-01-29,301917,Broken
676,188,138,2016-09-03,2016-10-23,2016-11-11,6741,Done
677,300,32,2016-09-06,2016-09-13,2017-02-17,366548,Broken
678,198,45,2016-09-07,2016-10-04,2016-09-07,1485,Done
679,275,182,2016-09-08,2016-09-10,2016-09-10,226,Done
680,346,145,2016-09-11,2016-09-14,2016-10-31,15120,Done
681,422,71,2016-09-11,2016-09-16,2016-09-24,4176,Done
682,55,63,2016-09-12,2016-09-12,2016-09-24,172793,Broken
683,55,45,2016-09-14,2016-10-17,2016-09-16,1815,Done
684,481,14,2016-09-15,2016-10-30,2016-10-04,120757,Broken
685,31,73,2016-09-18,2016-09-20,2016-11-10,305257,Broken
686,152,161,2016-09-21,2016-10-16,2016-11-22,26112,Done
687,181,105,2016-09-22,2016-09-22,2016-09-22,0,Cancelled
688,11,89,2016-09-23,2016-09-29,2017-01-16,17316,Done
689,343,6,2016-09-23,2016-10-14,2016-10-06,3255,Done
690,276,158,2016-09-24,2016-10-23,2016-10-14,5800,Done
691,432,63,2016-09-25,2016-10-16,2016-11-13,16800,Done
692,200,90,2016-09-28,2016-10-02,2016-10-02,616,Done
693,284,180,2016-09-29,2016-11-25,2017-03-05,23919,Done
694,102,150,2016-10-01,2016-10-17,2016-11-05,7300,Done
695,131,133,2016-10-01,2016-11-15,2016-10-27,485916,Broken
696,209,91,2016-10-03,2016-10-04,2016-10-03,192,Done
697,160,182,2016-10-04,2016-10-15,2016-10-04,271982,Broken
698,208,91,2016-10-05,2016-10-14,2018-08-07,701429,Broken
699,238,62,2016-10-08,2016-10-29,2017-07-25,107640,Done
700,475,66,2016-10-08,2016-11-05,2018-10-23,176499,Done
701,103,149,2016-10-10,2016-11-05,2016-11-19,8636,Done
702,259,53,2016-10-11,2016-12-01,2018-10-15,403200,Done
703,284,154,2016-10-11,2016-10-12,2018-01-12,664486,Broken
704,45,34,2016-10-11,2016-11-10,2016-12-28,28014,Done
705,431,90,2016-10-12,2016-10-13,2017-08-01,135058,Done
706,341,124,2016-10-12,2016-11-22,2017-04-21,86416,Done
707,348,105,2016-10-13,2016-10-20,2017-05-13,66554,Done
708,450,92,2016-10-13,2016-11-24,2017-05-28,354864,Broken
709,289,7,2016-10-17,2016-11-27,2017-03-08,56072,Done
710,144,56,2016-10-18,2016-10-22,2017-02-23,436471,Broken
711,456,101,2016-10-18,2016-10-25,2016-10-22,560,Done
712,230,165,2016-10-20,2016-11-11,2016-10-20,4158,Done
713,193,179,2016-10-25,2016-11-03,2017-12-01,178200,Done
714,229,136,2016-10-28,2016-11-11,2016-10-28,1330,Done
715,260,170,2016-10-28,2016-11-01,2016-10-28,304,Done
716,457,177,2016-10-28,2016-12-07,2016-12-16,8174,Done
717,406,111,2016-10-29,2016-11-10,2017-04-06,79728,Done
718,197,133,2016-10-30,2016-11-26,2016-12-06,4332,Done
719,54,121,2016-10-31,2016-12-17,2016-11-17,5875,Done
720,156,79,2016-11-04,2016-12-13,2017-09-06,149520,Done
721,16,157,2016-11-04,2016-12-26,2016-12-12,6084,Done
722,431,136,2016-11-04,2016-12-08,2016-11-17,320494,Broken
723,482,25,2016-11-04,2016-11-22,2016-11-12,1368,Done
724,102,45,2016-11-04,2016-11-05,2017-07-22,42790,Done
725,489,19,2016-11-09,2016-11-09,2016-11-12,1035,Done
726,305,47,2016-11-12,2016-11-15,2016-11-12,507,Done
727,318,119,2016-11-14,2017-01-09,2016-12-08,6552,Done
728,293,65,2016-11-16,2016-11-23,2017-09-18,141928,Done
729,77,100,2016-11-17,2016-12-09,2018-06-11,305427,Done
730,470,16,2016-11-17,2016-11-17,2017-02-10,43350,Done
731,169,135,2016-11-18,2017-01-31,2016-12-03,338061,Broken
732,125,63,2016-11-18,2016-12-07,2017-09-23,142240,Done
733,30,75,2016-11-18,2017-01-03,2016-12-27,2852,Done
734,126,159,2016-11-20,2017-01-18,2017-10-30,109680,Done
735,433,138,2016-11-20,2016-12-12,2016-12-06,1386,Done
736,364,33,2016-11-21,2017-01-10,2017-03-01,10400,Done
737,491,192,2016-11-24,2016-11-27,2016-12-30,10200,Done
738,401,115,2016-11-24,2016-11-25,2017-06-26,423189,Broken
739,447,150,2016-11-25,2016-12-04,2016-12-12,3300,Done
740,401,121,2016-11-27,2017-01-03,2017-04-22,45500,Done
741,344,160,2016-11-27,2016-12-26,2016-12-15,3277,Done
742,217,9,2016-12-02,2016-12-17,2016-12-28,2592,Done
743,442,149,2016-12-03,2016-12-12,2018-07-24,225552,Done
744,282,29,2016-12-04,2017-01-08,2016-12-06,233198,Broken
745,461,71,2016-12-05,2016-12-16,2016-12-06,1584,Done
746,328,134,2016-12-06,2016-12-08,2019-01-25,464864,Done
747,289,98,2016-12-07,2017-01-13,2017-02-18,17110,Done
748,322,71,2016-12-07,2017-01-13,2017-05-15,58032,Done
749,102,60,2016-12-09,2016-12-15,2017-02-02,10404,Done
750,455,87,2016-12-10,2016-12-13,2016-12-19,1974,Done
751,193,136,2016-12-10,2016-12-10,2016-12-10,0,Cancelled
752,426,193,2016-12-12,2016-12-19,2017-12-06,95670,Done
753,24,110,2016-12-12,2017-02-13,2016-12-17,7434,Done
754,145,144,2016-12-15,2016-12-15,2016-12-15,0,Cancelled
755,297,82,2016-12-15,2017-01-10,2017-01-09,4706,Done
756,249,101,2016-12-16,2016-12-25,2017-02-09,11760,Done
757,195,14,2016-12-16,2017-01-07,2017-08-19,67318,Done
758,271,29,2016-12-18,2016-12-19,2017-01-12,13286,Done
759,421,31,2016-12-19,2017-01-08,2017-09-24,137084,Done
760,277,77,2016-12-20,2017-01-09,2017-05-26,46548,Done
761,6,177,2016-12-21,2017-01-02,2018-01-03,135420,Done
762,243,167,2016-12-27,2016-12-30,2017-04-17,64419,Done
763,95,185,2016-12-27,2017-01-24,2016-12-30,397484,Broken
764,370,87,2016-12-29,2017-01-24,2016-12-29,2444,Done
765,197,166,2016-12-31,2017-01-08,2017-07-23,39336,Done
766,401,43,2016-12-31,2016-12-31,2017-01-05,2205,Done
767,341,185,2017-01-01,2017-01-24,2017-01-01,396619,Broken
768,456,161,2017-01-04,2017-01-09,2017-04-30,64896,Done
769,68,86,2017-01-05,2017-01-07,2017-01-26,5546,Done
770,451,43,2017-01-08,2017-01-08,2017-03-10,26901,Done
771,273,11,2017-01-10,2017-01-19,2017-01-10,446498,Broken
772,443,93,2017-01-13,2017-01-19,2017-01-17,406218,Broken
773,379,23,2017-01-16,2017-02-14,2017-03-09,5978,Done
774,375,168,2017-01-17,2017-02-02,2017-01-17,1712,Done
775,39,135,2017-01-17,2017-02-25,2017-06-19,65532,Done
776,33,138,2017-01-18,2017-01-31,2017-06-03,24066,Done
777,481,183,2017-01-18,2017-01-29,2017-08-10,53690,Done
778,220,156,2017-01-20,2017-02-06,2017-06-07,47120,Done
779,481,87,2017-01-20,2017-02-09,2017-11-05,77738,Done
780,89,28,2017-01-21,2017-02-10,2018-02-27,174900,Done
781,439,55,2017-01-21,2017-02-07,2017-03-14,19642,Done
782,364,157,2017-01-22,2017-02-06,2017-01-22,1755,Done
783,462,141,2017-01-23,2017-02-17,2017-03-22,16616,Done
784,46,50,2017-01-24,2017-02-16,2018-02-18,139376,Done
785,83,34,2017-01-27,2017-02-12,2017-01-27,236350,Broken
786,130,29,2017-01-27,2017-02-03,2017-02-04,1820,Done
787,172,21,2017-01-29,2017-02-02,2017-05-23,39412,Done
788,222,104,2017-01-30,2017-02-21,2017-02-03,3476,Done
789,361,196,2017-01-30,2017-01-31,2017-03-28,17576,Done
790,172,162,2017-02-01,2017-03-21,2017-03-28,12696,Done
791,165,37,2017-02-04,2017-02-16,2018-03-13,186756,Done
792,343,142,2017-02-06,2017-03-11,2017-02-06,6270,Done
793,453,20,2017-02-07,2017-02-16,2017-09-01,66000,Done
794,45,22,2017-02-07,2017-04-06,2017-06-29,51770,Done
795,147,146,2017-02-11,2017-02-21,2017-02-28,267887,Broken
796,469,113,2017-02-11,2017-02-22,2017-02-14,2167,Done
797,124,9,2017-02-12,2017-02-24,2017-04-14,8586,Done
798,413,102,2017-02-12,2017-03-09,2017-02-17,3100,Done
799,79,13,2017-02-15,2017-02-17,2017-03-15,10160,Done
800,5,189,2017-02-16,2017-03-14,2017-05-04,12530,Done
801,394,51,2017-02-21,2017-02-27,2017-04-09,6450,Done
802,176,158,2017-02-21,2017-03-11,2017-05-17,380817,Broken
803,22,104,2017-02-27,2017-03-10,2017-06-14,47242,Done
804,74,101,2017-02-27,2017-03-14,2017-11-01,56880,Done
805,339,120,2017-02-28,2017-03-31,2017-06-23,403597,Broken
806,134,194,2017-02-28,2017-05-08,2017-05-24,8541,Done
807,109,47,2017-03-01,2017-03-17,2017-04-15,17407,Done
808,345,192,2017-03-02,2017-03-02,2017-03-03,300,Done
809,161,102,2017-03-02,2017-03-15,2017-03-16,1984,Done
810,438,30,2017-03-02,2017-03-10,2017-07-07,217518,Broken
811,372,163,2017-03-04,2017-03-31,2017-03-04,4482,Done
812,219,5,2017-03-04,2017-03-16,2017-05-03,11856,Done
813,260,127,2017-03-05,2017-04-09,2018-04-09,211310,Done
814,365,119,2017-03-06,2017-03-12,2017-03-06,151008,Broken
815,55,42,2017-03-07,2017-04-16,2017-04-24,5632,Done
816,156,113,2017-03-08,2017-03-18,2017-07-26,78800,Done
817,293,108,2017-03-12,2017-04-12,2017-04-06,479482,Broken
818,496,118,2017-03-13,2017-03-14,2017-03-13,193,Done
819,211,7,2017-03-14,2017-03-20,2017-04-05,8802,Done
820,128,89,2017-03-15,2017-04-01,2017-04-03,316543,Broken
821,347,136,2017-03-15,2017-04-07,2017-09-30,52345,Done
822,8,182,2017-03-15,2017-03-30,2017-04-20,8814,Done
823,270,164,2017-03-15,2017-04-07,2017-09-23,71020,Done
824,51,192,2017-03-15,2017-05-16,2017-03-23,6200,Done
825,390,114,2017-03-17,2017-03-22,2017-04-15,12166,Done
826,401,43,2017-03-19,2017-04-12,2017-05-15,18081,Done
827,138,99,2017-03-20,2017-03-26,2017-05-16,15582,Done
828,432,102,2017-03-22,2017-04-27,2017-04-20,4464,Done
829,322,29,2017-03-24,2017-05-04,2017-04-07,7462,Done
830,216,32,2017-04-01,2017-04-12,2017-04-24,3666,Done
831,464,197,2017-04-02,2017-05-13,2017-07-16,32387,Done
832,276,2,2017-04-02,2017-04-19,2017-04-02,1700,Done
833,271,23,2017-04-02,2017-04-08,2017-05-01,4575,Done
834,266,33,2017-04-03,2017-06-15,2017-04-26,3796,Done
835,74,54,2017-04-04,2017-06-02,2017-10-02,79900,Done
836,416,93,2017-04-05,2017-05-14,2017-04-05,7683,Done
837,457,111,2017-04-08,2017-04-11,2018-08-03,253440,Done
838,494,192,2017-04-13,2017-04-24,2017-09-09,42500,Done
839,24,10,2017-04-15,2017-06-11,2017-06-19,10611,Done
840,488,151,2017-04-18,2017-05-22,2017-10-12,85192,Done
841,41,123,2017-04-18,2017-05-01,2018-02-28,91278,Done
