rental ID,customer ID,car ID,rental begin date,predict finish date,actual finish date,rental fee,status
388,150,12,2015-06-29,2015-07-22,2015-07-22,3542.00,Completed
389,197,24,2015-07-01,2015-07-18,2015-07-09,1683.00,Completed
390,195,173,2015-07-03,2015-07-24,2016-01-17,505286.00,Completed
391,452,152,2015-07-03,2015-07-21,2015-11-05,47460.00,Completed
392,320,123,2015-07-03,2015-07-23,2016-02-20,506041.00,Completed
393,270,150,2015-07-04,2015-07-06,2016-03-08,74000.00,Completed
394,242,162,2015-07-06,2015-07-18,2017-01-17,305256.00,Completed
395,411,9,2015-07-07,2015-08-29,2015-07-07,2862.00,Completed
396,31,175,2015-07-08,2015-07-24,2015-07-08,1408.00,Completed
397,31,110,2015-07-08,2015-07-26,2015-08-09,7080.00,Completed
398,294,172,2015-07-12,2015-07-15,2015-07-12,405.00,Completed
399,380,84,2015-07-13,2015-09-05,2015-07-22,10638.00,Completed
400,207,24,2015-07-18,2015-07-31,2015-07-18,1287.00,Completed
401,492,45,2015-07-19,2015-07-26,2015-10-15,13750.00,Completed
402,377,49,2015-07-21,2015-08-16,2015-08-19,5810.00,Completed
403,134,171,2015-07-22,2015-09-19,2015-07-22,340304.00,Completed
404,226,181,2015-07-23,2015-09-04,2016-04-20,250356.00,Completed
405,210,13,2015-07-27,2015-08-07,2015-08-31,315208.00,Completed
406,500,76,2015-07-28,2015-08-16,2015-10-02,9280.00,Completed
407,290,56,2015-07-31,2015-08-19,2015-09-18,10028.00,Completed
408,460,174,2015-08-01,2015-08-19,2015-12-14,52767.00,Completed
409,27,171,2015-08-01,2015-08-19,2015-08-19,3078.00,Completed
410,267,193,2015-08-04,2015-09-03,2015-08-23,2700.00,Completed
411,107,122,2015-08-04,2015-08-09,2015-09-20,15458.00,Completed
412,124,145,2015-08-05,2015-10-02,2015-12-10,27825.00,Completed
413,467,17,2015-08-06,2015-09-03,2016-08-09,181823.00,Completed
414,446,158,2015-08-09,2015-08-15,2015-08-13,338217.00,Completed
415,67,84,2015-08-09,2015-09-01,2015-08-09,4531.00,Completed
416,6,33,2015-08-12,2015-08-24,2016-03-10,31668.00,Completed
417,248,192,2015-08-12,2015-08-30,2016-02-05,383418.00,Completed
418,485,168,2015-08-22,2015-10-09,2015-12-10,25038.00,Completed
419,204,140,2015-08-24,2015-09-03,2015-11-10,23326.00,Completed
420,102,20,2015-08-24,2015-09-03,2015-09-27,9020.00,Completed
421,437,89,2015-08-27,2015-09-25,2015-12-23,330739.00,Completed
422,338,98,2015-08-27,2015-09-01,2015-08-27,590.00,Completed
423,351,190,2015-08-27,2015-09-10,2016-08-20,151056.00,Completed
424,303,110,2015-08-30,2015-09-26,2015-10-24,13098.00,Completed
425,194,111,2015-08-31,2015-09-15,2015-09-01,2640.00,Completed
426,322,158,2015-08-31,2015-10-01,2015-11-17,371417.00,Completed
427,144,51,2015-09-06,2015-10-31,2015-10-06,2750.00,Completed
428,11,191,2015-09-07,2015-09-08,2015-09-21,7760.00,Completed
429,456,143,2015-09-13,2015-10-03,2015-12-02,153224.00,Completed
430,288,98,2015-09-16,2015-10-04,2015-09-16,2124.00,Completed
431,32,114,2015-09-17,2015-09-24,2015-09-17,1106.00,Completed
432,354,84,2015-09-19,2015-09-20,2015-09-19,197.00,Completed
433,429,62,2015-09-20,2015-10-19,2015-11-25,472438.00,Completed
434,241,137,2015-09-21,2015-09-27,2017-01-24,105192.00,Completed
435,292,74,2015-09-24,2015-10-19,2015-11-11,5922.00,Completed
436,77,185,2015-09-24,2015-10-17,2016-06-23,133729.00,Completed
437,179,129,2015-09-25,2015-10-22,2016-02-28,47610.00,Completed
438,169,77,2015-09-26,2015-09-30,2015-11-13,14688.00,Completed
439,81,65,2015-09-26,2015-10-08,2016-08-20,151191.00,Completed
440,472,119,2015-09-27,2015-09-29,2015-09-27,150540.00,Completed
441,36,21,2015-09-28,2015-11-03,2015-10-08,4248.00,Completed
442,279,122,2015-09-29,2015-10-04,2015-11-30,20768.00,Completed
443,498,172,2015-09-29,2015-09-30,2016-12-08,176310.00,Completed
444,10,171,2015-09-30,2015-10-02,2015-10-05,1881.00,Completed
445,460,142,2015-10-02,2015-10-24,2015-10-02,312499.00,Completed
446,386,186,2015-10-05,2015-10-09,2015-10-18,329480.00,Completed
447,422,4,2015-10-05,2015-10-06,2015-11-29,26080.00,Completed
448,47,191,2015-10-05,2015-10-09,2015-10-05,776.00,Completed
449,372,170,2015-10-06,2015-11-05,2015-12-07,9576.00,Completed
450,487,107,2015-10-07,2015-10-12,2017-04-19,202070.00,Completed
451,495,125,2015-10-10,2015-11-19,2015-12-26,20536.00,Completed
452,459,175,2015-10-11,2015-10-23,2017-01-15,119856.00,Completed
453,22,79,2015-10-14,2015-11-02,2016-04-12,89890.00,Completed
454,81,166,2015-10-14,2015-10-22,2015-10-14,528.00,Completed
455,323,3,2015-10-14,2015-10-24,2015-10-28,377071.00,Completed
456,305,98,2015-10-15,2015-10-18,2015-10-15,354.00,Completed
457,256,82,2015-10-17,2015-10-28,2015-10-17,110020.00,Completed
458,401,20,2015-10-17,2015-10-25,2016-08-08,95920.00,Completed
459,236,131,2015-10-17,2015-11-24,2015-12-14,312608.00,Completed
460,351,161,2015-10-18,2015-12-05,2015-12-24,20160.00,Completed
461,5,96,2015-10-18,2015-10-21,2015-12-18,10089.00,Completed
462,34,111,2015-10-18,2015-10-28,2015-10-18,1760.00,Completed
463,272,102,2015-10-20,2015-10-31,2015-12-09,15872.00,Completed
464,335,186,2015-10-20,2015-11-03,2016-06-28,36400.00,Completed
465,54,85,2015-10-21,2015-10-24,2016-03-09,30636.00,Completed
466,180,132,2015-10-21,2015-12-09,2016-01-22,397076.00,Completed
467,138,154,2015-10-22,2015-11-22,2016-09-17,161063.00,Completed
468,18,56,2015-10-23,2015-11-13,2016-01-24,21804.00,Completed
469,456,103,2015-10-29,2015-11-12,2015-10-29,2772.00,Completed
470,98,12,2015-11-03,2015-11-23,2015-11-03,3080.00,Completed
471,114,5,2015-11-04,2015-11-10,2015-11-04,456.00,Completed
472,245,91,2015-11-05,2015-12-20,2016-01-15,23616.00,Completed
473,51,54,2015-11-06,2015-12-31,2015-12-04,10340.00,Completed
474,177,151,2015-11-06,2015-11-08,2016-01-23,42320.00,Completed
475,481,45,2015-11-08,2015-11-18,2016-01-08,231128.00,Completed
476,288,149,2015-11-10,2015-11-12,2015-11-26,5588.00,Completed
477,191,86,2015-11-11,2015-12-19,2016-02-06,17390.00,Completed
478,462,177,2015-11-12,2015-11-15,2015-11-16,732.00,Completed
479,492,23,2015-11-13,2015-11-24,2016-01-19,10919.00,Completed
480,155,130,2015-11-15,2015-12-04,2015-11-23,275705.00,Completed
481,43,51,2015-11-15,2015-12-01,2016-01-07,6350.00,Completed
482,390,166,2015-11-17,2015-12-19,2016-04-18,26070.00,Completed
483,246,148,2015-11-17,2015-11-19,2017-03-14,158950.00,Completed
484,98,67,2015-11-18,2015-12-03,2016-05-08,46656.00,Completed
485,447,75,2015-11-26,2015-12-18,2016-03-27,494613.00,Completed
486,492,177,2015-11-28,2016-01-21,2015-12-25,6588.00,Completed
487,426,130,2015-11-28,2015-12-21,2015-12-17,1633.00,Completed
488,99,120,2015-11-28,2015-11-30,2016-08-09,41094.00,Completed
489,50,153,2015-12-01,2015-12-25,2015-12-25,4056.00,Completed
490,221,7,2015-12-02,2015-12-27,2016-09-24,593230.00,Completed
491,393,36,2015-12-02,2016-01-20,2015-12-05,465618.00,Completed
492,395,152,2015-12-02,2015-12-25,2015-12-02,3220.00,Completed
493,315,76,2015-12-03,2015-12-10,2016-07-12,37816.00,Completed
494,216,80,2015-12-06,2016-01-03,2015-12-08,1624.00,Completed
495,416,71,2015-12-06,2016-01-13,2016-02-09,17136.00,Completed
496,396,128,2015-12-07,2016-01-23,2016-05-08,189032.00,Completed
497,327,139,2015-12-07,2015-12-24,2015-12-07,1479.00,Completed
498,316,196,2015-12-09,2016-01-08,2016-04-13,499461.00,Completed
499,78,182,2015-12-10,2015-12-15,2015-12-10,271304.00,Completed
500,68,36,2015-12-11,2015-12-28,2017-05-26,107778.00,Completed
501,160,62,2015-12-11,2016-01-14,2016-03-11,26650.00,Completed
502,458,139,2015-12-12,2015-12-14,2015-12-12,174.00,Completed
503,375,49,2015-12-13,2015-12-23,2016-06-06,84328.00,Completed
504,243,34,2015-12-17,2015-12-27,2015-12-28,2093.00,Completed
505,475,59,2015-12-17,2015-12-29,2015-12-18,2136.00,Completed
506,260,25,2015-12-17,2015-12-19,2016-01-16,6536.00,Completed
507,53,59,2015-12-20,2016-02-02,2015-12-20,7832.00,Completed
508,398,108,2015-12-21,2016-01-03,2016-08-03,558970.00,Completed
509,354,102,2015-12-23,2015-12-23,2016-03-26,34968.00,Completed
510,479,140,2015-12-25,2016-02-10,2016-07-01,191019.00,Completed
511,47,177,2015-12-27,2016-01-19,2016-03-26,135253.00,Completed
512,414,133,2016-01-01,2016-01-11,2016-06-25,38608.00,Completed
513,458,54,2016-01-04,2016-01-29,2016-05-13,63920.00,Completed
514,475,136,2016-01-05,2016-01-29,2016-03-21,17100.00,Completed
515,463,24,2016-01-08,2016-02-04,2016-03-21,16335.00,Completed
516,134,22,2016-01-09,2016-02-02,2016-09-03,111222.00,Completed
517,87,98,2016-01-09,2016-01-14,2016-02-02,7316.00,Completed
518,293,145,2016-01-13,2016-01-21,2016-08-08,63840.00,Completed
519,197,10,2016-01-15,2016-02-19,2016-03-28,19519.00,Completed
520,453,199,2016-01-19,2016-01-26,2016-01-25,826.00,Completed
521,130,3,2016-01-19,2016-01-19,2016-08-28,417643.00,Completed
522,319,2,2016-01-21,2016-02-10,2016-01-25,2000.00,Completed
523,400,41,2016-01-25,2016-03-18,2016-02-27,9964.00,Completed
524,18,198,2016-01-25,2016-01-26,2016-01-25,285335.00,Completed
525,157,165,2016-01-25,2016-02-16,2016-01-25,4158.00,Completed
526,63,19,2016-01-25,2016-02-02,2016-09-12,77855.00,Completed
527,27,2,2016-01-31,2016-03-07,2016-03-25,9000.00,Completed
528,187,132,2016-02-01,2016-03-01,2017-02-25,203496.00,Completed
529,162,126,2016-02-03,2016-02-08,2016-04-05,10032.00,Completed
530,139,151,2016-02-08,2016-02-12,2016-11-29,161368.00,Completed
531,278,165,2016-02-08,2016-02-09,2016-07-25,94878.00,Completed
532,324,45,2016-02-10,2016-02-14,2016-02-12,220.00,Completed
533,348,187,2016-02-16,2016-03-24,2016-02-20,4847.00,Completed
534,264,101,2016-02-16,2016-02-25,2016-03-19,6240.00,Completed
535,495,43,2016-02-16,2016-04-01,2016-05-01,19845.00,Completed
536,270,35,2016-02-17,2016-03-16,2016-03-01,1400.00,Completed
537,90,16,2016-02-21,2016-03-23,2016-02-27,5270.00,Completed
538,61,34,2016-02-21,2016-03-24,2016-09-16,90160.00,Completed
539,56,173,2016-02-22,2016-03-05,2016-03-16,3060.00,Completed
540,306,89,2016-02-22,2016-04-01,2016-02-29,2028.00,Completed
541,440,168,2016-02-22,2016-03-07,2016-06-13,32956.00,Completed
542,425,187,2016-02-22,2016-03-02,2017-01-07,123402.00,Completed
543,323,50,2016-02-22,2016-03-13,2016-08-07,57164.00,Completed
544,351,104,2016-02-22,2016-02-23,2016-12-20,142832.00,Completed
545,482,30,2016-02-22,2016-02-23,2016-07-30,92150.00,Completed
546,248,195,2016-02-23,2016-03-10,2019-05-03,911954.00,Completed
547,443,86,2016-02-27,2016-03-07,2016-03-17,3666.00,Completed
548,9,96,2016-02-27,2016-02-27,2016-08-29,31464.00,Completed
549,458,167,2016-02-29,2016-04-21,2016-04-24,12017.00,Completed
550,8,100,2016-02-29,2016-03-09,2016-03-22,8784.00,Completed
551,174,91,2016-03-03,2016-03-09,2016-03-08,1152.00,Completed
552,316,69,2016-03-06,2016-03-06,2016-10-01,43263.00,Completed
553,326,47,2016-03-09,2016-03-13,2016-04-02,10816.00,Completed
554,404,164,2016-03-09,2016-03-21,2016-03-09,1608.00,Completed
555,360,131,2016-03-09,2016-03-30,2016-08-11,27918.00,Completed
556,386,170,2016-03-12,2016-03-23,2016-09-11,40052.00,Completed
557,41,58,2016-03-12,2016-03-18,2016-09-25,526929.00,Completed
558,147,111,2016-03-14,2016-05-15,2016-04-09,10912.00,Completed
559,156,130,2016-03-14,2016-03-31,2016-04-24,6319.00,Completed
560,32,16,2016-03-16,2016-04-15,2016-03-17,5100.00,Completed
561,25,134,2016-03-17,2016-05-02,2016-06-18,37213.00,Completed
562,345,16,2016-03-25,2016-04-11,2016-07-19,53380.00,Completed
563,58,122,2016-03-27,2016-04-30,2017-05-12,268378.00,Completed
564,276,102,2016-03-29,2016-04-16,2016-09-02,53940.00,Completed
565,441,10,2016-03-31,2016-04-06,2016-04-24,7860.00,Completed
566,149,75,2016-04-02,2016-05-10,2016-04-02,2356.00,Completed
567,328,25,2016-04-02,2016-04-27,2016-08-02,24016.00,Completed
568,287,71,2016-04-03,2016-04-08,2016-05-27,21888.00,Completed
569,414,92,2016-04-06,2016-05-01,2016-04-06,1950.00,Completed
570,299,1,2016-04-07,2016-04-09,2017-10-20,307257.00,Completed
571,449,56,2016-04-11,2016-04-18,2016-04-11,644.00,Completed
572,417,80,2016-04-15,2016-05-20,2017-05-23,66062.00,Completed
573,271,89,2016-04-16,2016-04-16,2016-07-27,15912.00,Completed
574,404,70,2016-04-16,2016-05-27,2017-12-09,122404.00,Completed
575,158,63,2016-04-18,2016-04-25,2016-07-05,35200.00,Completed
576,412,26,2016-04-19,2016-06-09,2016-04-19,5355.00,Completed
577,95,75,2016-04-20,2016-05-29,2016-05-11,2418.00,Completed
578,336,143,2016-04-20,2016-04-22,2016-04-20,126692.00,Completed
579,137,2,2016-04-21,2016-06-09,2016-04-30,4900.00,Completed
580,219,11,2016-04-22,2016-04-29,2016-07-29,30800.00,Completed
581,180,136,2016-04-25,2016-05-03,2016-05-05,1330.00,Completed
582,78,125,2016-04-29,2016-05-27,2016-04-29,3808.00,Completed
583,334,118,2016-05-01,2016-05-08,2016-06-02,15826.00,Completed
584,217,156,2016-05-02,2016-05-14,2016-11-30,75888.00,Completed
585,488,93,2016-05-03,2016-05-24,2016-06-23,21867.00,Completed
586,365,99,2016-05-04,2016-05-22,2016-11-04,50568.00,Completed
587,177,123,2016-05-04,2016-05-07,2016-06-09,10098.00,Completed
588,442,21,2016-05-07,2016-05-14,2016-05-14,826.00,Completed
589,439,10,2016-05-10,2016-06-11,2016-11-24,530307.00,Completed
590,362,112,2016-05-11,2016-06-06,2016-12-01,59920.00,Completed
591,408,164,2016-05-13,2016-06-11,2016-07-03,12730.00,Completed
592,197,87,2016-05-13,2016-06-12,2016-11-26,49914.00,Completed
593,296,176,2016-05-15,2016-06-07,2016-05-15,2139.00,Completed
594,479,111,2016-05-16,2016-05-30,2016-06-29,18304.00,Completed
595,176,106,2016-05-17,2016-06-02,2017-10-14,167943.00,Completed
596,31,169,2016-05-17,2016-05-19,2020-04-20,481376.00,Completed
597,274,147,2016-05-18,2016-06-30,2018-08-27,293861.00,Completed
598,434,57,2016-05-20,2016-05-22,2016-08-01,32035.00,Completed
599,455,176,2016-05-21,2016-05-26,2016-05-21,169270.00,Completed
600,166,67,2016-05-22,2016-05-29,2017-02-07,73824.00,Completed
601,107,24,2016-05-24,2016-06-07,2018-04-04,199188.00,Completed
602,254,2,2016-05-25,2016-06-16,2016-06-15,2200.00,Completed
603,201,199,2016-05-26,2016-06-06,2016-06-01,1298.00,Completed
604,451,166,2016-05-26,2016-06-17,2016-05-31,425156.00,Completed
605,345,29,2016-05-29,2016-06-29,2016-09-09,44954.00,Completed
606,101,100,2016-06-02,2016-07-23,2016-06-10,9333.00,Completed
607,98,138,2016-06-04,2016-07-07,2016-06-30,2079.00,Completed
608,500,129,2016-06-05,2016-07-18,2016-06-05,4945.00,Completed
609,362,121,2016-06-05,2016-08-06,2016-08-26,278396.00,Completed
610,304,130,2016-06-05,2016-06-07,2017-07-21,87259.00,Completed
611,2,52,2016-06-09,2016-06-10,2017-01-12,97350.00,Completed
612,230,194,2016-06-13,2016-06-26,2016-07-22,6643.00,Completed
613,320,74,2016-06-16,2016-06-21,2017-03-24,52479.00,Completed
614,261,167,2016-06-17,2016-06-23,2016-11-24,92196.00,Completed
615,332,38,2016-06-20,2016-07-14,2016-06-20,2088.00,Completed
616,375,182,2016-06-23,2016-07-23,2016-08-30,16272.00,Completed
617,363,198,2016-06-25,2016-09-03,2017-06-02,82398.00,Completed
618,312,123,2016-06-25,2016-07-23,2016-07-09,2772.00,Completed
619,20,163,2016-06-27,2016-07-30,2017-02-05,100098.00,Completed
620,471,2,2016-06-29,2016-07-13,2016-12-07,45500.00,Completed
621,464,54,2016-07-01,2016-08-29,2016-07-01,11092.00,Completed
622,458,49,2016-07-01,2016-08-19,2017-08-23,191896.00,Completed
623,154,82,2016-07-05,2016-08-08,2016-07-05,6154.00,Completed
624,398,117,2016-07-06,2016-07-12,2016-07-20,3870.00,Completed
625,354,128,2016-07-07,2016-07-12,2017-02-06,233087.00,Completed
626,369,140,2016-07-11,2016-07-15,2016-07-11,436.00,Completed
627,332,93,2016-07-12,2016-08-21,2016-07-12,412916.00,Completed
628,56,178,2016-07-12,2016-07-19,2016-07-12,1246.00,Completed
629,64,21,2016-07-13,2016-09-03,2016-11-02,27376.00,Completed
630,249,158,2016-07-15,2016-08-26,2016-07-15,8400.00,Completed
631,376,177,2016-07-19,2016-08-05,2016-08-03,2074.00,Completed
632,355,123,2016-07-24,2016-08-21,2016-11-04,25047.00,Completed
633,169,32,2016-07-26,2016-07-28,2016-07-27,156.00,Completed
634,208,38,2016-07-27,2016-09-01,2016-07-27,3132.00,Completed
635,53,91,2016-07-28,2016-08-28,2016-07-28,5952.00,Completed
636,245,85,2016-07-29,2016-09-21,2016-09-11,149946.00,Completed
637,39,35,2016-07-30,2016-07-31,2016-10-11,10850.00,Completed
638,463,79,2016-07-31,2016-08-26,2016-08-15,108572.00,Completed
639,225,164,2016-07-31,2016-08-05,2016-09-14,16750.00,Completed
640,469,117,2016-08-01,2016-09-12,2016-08-01,5418.00,Completed
641,109,32,2016-08-02,2016-09-05,2016-08-08,2652.00,Completed
642,398,38,2016-08-02,2016-08-04,2016-08-02,174.00,Completed
643,329,37,2016-08-03,2016-09-21,2016-08-03,7742.00,Completed
644,308,61,2016-08-04,2016-09-14,2017-10-23,250600.00,Completed
645,369,18,2016-08-04,2016-09-20,2016-08-04,7708.00,Completed
646,244,13,2016-08-05,2016-08-17,2016-12-14,46863.00,Completed
647,410,189,2016-08-06,2016-08-18,2016-10-01,10080.00,Completed
648,220,177,2016-08-06,2016-08-30,2016-10-09,17568.00,Completed
649,161,38,2016-08-06,2016-08-16,2016-08-06,870.00,Completed
650,439,66,2016-08-09,2016-09-07,2016-08-09,194351.00,Completed
651,403,126,2016-08-12,2016-09-11,2016-08-12,1710.00,Completed
652,343,37,2016-08-13,2016-08-20,2016-11-16,42818.00,Completed
653,149,176,2016-08-13,2016-08-13,2016-08-13,0.00,Completed
654,311,4,2016-08-13,2016-08-21,2017-03-25,104960.00,Completed
655,122,117,2016-08-14,2016-09-11,2017-02-25,179349.00,Completed
656,90,88,2016-08-18,2016-09-13,2016-12-11,32523.00,Completed
657,228,81,2016-08-18,2016-09-11,2016-11-02,18180.00,Completed
658,239,46,2016-08-18,2016-08-22,2016-08-18,380.00,Completed
659,349,51,2016-08-19,2016-08-22,2016-09-07,134673.00,Completed
660,497,98,2016-08-19,2016-08-26,2016-08-20,826.00,Completed
661,64,160,2016-08-20,2016-08-29,2016-10-23,19662.00,Completed
662,313,126,2016-08-21,2016-09-24,2017-04-01,34257.00,Completed
663,34,43,2016-08-21,2016-08-24,2016-08-21,441.00,Completed
664,136,166,2016-08-22,2016-09-18,2016-09-13,1782.00,Completed
665,106,118,2016-08-22,2016-10-10,2016-09-14,9457.00,Completed
666,78,194,2016-08-22,2016-09-03,2017-01-17,30660.00,Completed
667,310,25,2016-08-23,2016-10-04,2016-10-21,7068.00,Completed
668,20,131,2016-08-24,2016-09-11,2017-08-30,377222.00,Completed
669,77,101,2016-08-29,2016-09-15,2016-09-07,1360.00,Completed
670,294,48,2016-08-30,2016-09-20,2017-05-12,133755.00,Completed
671,288,140,2016-08-30,2016-09-06,2016-12-27,37387.00,Completed
672,336,136,2016-09-01,2016-09-23,2016-09-20,2090.00,Completed
673,360,159,2016-09-01,2016-09-12,2016-10-08,10680.00,Completed
674,62,55,2016-09-02,2016-10-11,2016-09-08,6279.00,Completed
675,228,146,2016-09-02,2016-09-05,2017-01-29,301917.00,Completed
676,188,138,2016-09-03,2016-10-23,2016-11-11,6741.00,Completed
677,300,32,2016-09-06,2016-09-13,2017-02-17,366548.00,Completed
678,198,45,2016-09-07,2016-10-04,2016-09-07,1485.00,Completed
679,275,182,2016-09-08,2016-09-10,2016-09-10,226.00,Completed
680,346,145,2016-09-11,2016-09-14,2016-10-31,15120.00,Completed
681,422,71,2016-09-11,2016-09-16,2016-09-24,4176.00,Completed
682,55,63,2016-09-12,2016-09-12,2016-09-24,172793.00,Completed
683,55,45,2016-09-14,2016-10-17,2016-09-16,1815.00,Completed
684,481,14,2016-09-15,2016-10-30,2016-10-04,120757.00,Completed
685,31,73,2016-09-18,2016-09-20,2016-11-10,305257.00,Completed
686,152,161,2016-09-21,2016-10-16,2016-11-22,26112.00,Completed
687,181,105,2016-09-22,2016-09-22,2016-09-22,0.00,Completed
688,11,89,2016-09-23,2016-09-29,2017-01-16,17316.00,Completed
689,343,6,2016-09-23,2016-10-14,2016-10-06,3255.00,Completed
690,276,158,2016-09-24,2016-10-23,2016-10-14,5800.00,Completed
691,432,63,2016-09-25,2016-10-16,2016-11-13,16800.00,Completed
692,200,90,2016-09-28,2016-10-02,2016-10-02,616.00,Completed
693,284,180,2016-09-29,2016-11-25,2017-03-05,23919.00,Completed
694,102,150,2016-10-01,2016-10-17,2016-11-05,7300.00,Completed
695,131,133,2016-10-01,2016-11-15,2016-10-27,485916.00,Completed
696,209,91,2016-10-03,2016-10-04,2016-10-03,192.00,Completed
697,160,182,2016-10-04,2016-10-15,2016-10-04,271982.00,Completed
698,208,91,2016-10-05,2016-10-14,2018-08-07,701429.00,Completed
699,238,62,2016-10-08,2016-10-29,2017-07-25,107640.00,Completed
700,475,66,2016-10-08,2016-11-05,2018-10-23,176499.00,Completed
701,103,149,2016-10-10,2016-11-05,2016-11-19,8636.00,Completed
702,259,53,2016-10-11,2016-12-01,2018-10-15,403200.00,Completed
703,284,154,2016-10-11,2016-10-12,2018-01-12,664486.00,Completed
704,45,34,2016-10-11,2016-11-10,2016-12-28,28014.00,Completed
705,431,90,2016-10-12,2016-10-13,2017-08-01,135058.00,Completed
706,341,124,2016-10-12,2016-11-22,2017-04-21,86416.00,Completed
707,348,105,2016-10-13,2016-10-20,2017-05-13,66554.00,Completed
708,450,92,2016-10-13,2016-11-24,2017-05-28,354864.00,Completed
709,289,7,2016-10-17,2016-11-27,2017-03-08,56072.00,Completed
710,144,56,2016-10-18,2016-10-22,2017-02-23,436471.00,Completed
711,456,101,2016-10-18,2016-10-25,2016-10-22,560.00,Completed
712,230,165,2016-10-20,2016-11-11,2016-10-20,4158.00,Completed
713,193,179,2016-10-25,2016-11-03,2017-12-01,178200.00,Completed
714,229,136,2016-10-28,2016-11-11,2016-10-28,1330.00,Completed
715,260,170,2016-10-28,2016-11-01,2016-10-28,304.00,Completed
716,457,177,2016-10-28,2016-12-07,2016-12-16,8174.00,Completed
717,406,111,2016-10-29,2016-11-10,2017-04-06,79728.00,Completed
718,197,133,2016-10-30,2016-11-26,2016-12-06,4332.00,Completed
719,54,121,2016-10-31,2016-12-17,2016-11-17,5875.00,Completed
720,156,79,2016-11-04,2016-12-13,2017-09-06,149520.00,Completed
721,16,157,2016-11-04,2016-12-26,2016-12-12,6084.00,Completed
722,431,136,2016-11-04,2016-12-08,2016-11-17,320494.00,Completed
723,482,25,2016-11-04,2016-11-22,2016-11-12,1368.00,Completed
724,102,45,2016-11-04,2016-11-05,2017-07-22,42790.00,Completed
725,489,19,2016-11-09,2016-11-09,2016-11-12,1035.00,Completed
726,305,47,2016-11-12,2016-11-15,2016-11-12,507.00,Completed
727,318,119,2016-11-14,2017-01-09,2016-12-08,6552.00,Completed
728,293,65,2016-11-16,2016-11-23,2017-09-18,141928.00,Completed
729,77,100,2016-11-17,2016-12-09,2018-06-11,305427.00,Completed
730,470,16,2016-11-17,2016-11-17,2017-02-10,43350.00,Completed
731,169,135,2016-11-18,2017-01-31,2016-12-03,338061.00,Completed
732,125,63,2016-11-18,2016-12-07,2017-09-23,142240.00,Completed
733,30,75,2016-11-18,2017-01-03,2016-12-27,2852.00,Completed
734,126,159,2016-11-20,2017-01-18,2017-10-30,109680.00,Completed
735,433,138,2016-11-20,2016-12-12,2016-12-06,1386.00,Completed
736,364,33,2016-11-21,2017-01-10,2017-03-01,10400.00,Completed
737,491,192,2016-11-24,2016-11-27,2016-12-30,10200.00,Completed
738,401,115,2016-11-24,2016-11-25,2017-06-26,423189.00,Completed
739,447,150,2016-11-25,2016-12-04,2016-12-12,3300.00,Completed
740,401,121,2016-11-27,2017-01-03,2017-04-22,45500.00,Completed
741,344,160,2016-11-27,2016-12-26,2016-12-15,3277.00,Completed
742,217,9,2016-12-02,2016-12-17,2016-12-28,2592.00,Completed
743,442,149,2016-12-03,2016-12-12,2018-07-24,225552.00,Completed
744,282,29,2016-12-04,2017-01-08,2016-12-06,233198.00,Completed
745,461,71,2016-12-05,2016-12-16,2016-12-06,1584.00,Completed
746,328,134,2016-12-06,2016-12-08,2019-01-25,464864.00,Completed
747,289,98,2016-12-07,2017-01-13,2017-02-18,17110.00,Completed
748,322,71,2016-12-07,2017-01-13,2017-05-15,58032.00,Completed
749,102,60,2016-12-09,2016-12-15,2017-02-02,10404.00,Completed
750,455,87,2016-12-10,2016-12-13,2016-12-19,1974.00,Completed
751,193,136,2016-12-10,2016-12-10,2016-12-10,0.00,Completed
752,426,193,2016-12-12,2016-12-19,2017-12-06,95670.00,Completed
753,24,110,2016-12-12,2017-02-13,2016-12-17,7434.00,Completed
754,145,144,2016-12-15,2016-12-15,2016-12-15,0.00,Completed
755,297,82,2016-12-15,2017-01-10,2017-01-09,4706.00,Completed
756,249,101,2016-12-16,2016-12-25,2017-02-09,11760.00,Completed
757,195,14,2016-12-16,2017-01-07,2017-08-19,67318.00,Completed
758,271,29,2016-12-18,2016-12-19,2017-01-12,13286.00,Completed
759,421,31,2016-12-19,2017-01-08,2017-09-24,137084.00,Completed
760,277,77,2016-12-20,2017-01-09,2017-05-26,46548.00,Completed
761,6,177,2016-12-21,2017-01-02,2018-01-03,135420.00,Completed
762,243,167,2016-12-27,2016-12-30,2017-04-17,64419.00,Completed
763,95,185,2016-12-27,2017-01-24,2016-12-30,397484.00,Completed
764,370,87,2016-12-29,2017-01-24,2016-12-29,2444.00,Completed
765,197,166,2016-12-31,2017-01-08,2017-07-23,39336.00,Completed
766,401,43,2016-12-31,2016-12-31,2017-01-05,2205.00,Completed
767,341,185,2017-01-01,2017-01-24,2017-01-01,396619.00,Completed
768,456,161,2017-01-04,2017-01-09,2017-04-30,64896.00,Completed
769,68,86,2017-01-05,2017-01-07,2017-01-26,5546.00,Completed
770,451,43,2017-01-08,2017-01-08,2017-03-10,26901.00,Completed
771,273,11,2017-01-10,2017-01-19,2017-01-10,446498.00,Completed
772,443,93,2017-01-13,2017-01-19,2017-01-17,406218.00,Completed
773,379,23,2017-01-16,2017-02-14,2017-03-09,5978.00,Completed
774,375,168,2017-01-17,2017-02-02,2017-01-17,1712.00,Completed
775,39,135,2017-01-17,2017-02-25,2017-06-19,65532.00,Completed
